0 0 11
1 0 3
2 0 10
3 0 4
4 0 8
5 3.24691 2
6 0 4
7 0 4
8 0 5
9 0 7
10 0 4
11 0 4
12 0 10
13 0 5
14 0 9
15 0 7
16 0 1
17 0 13
18 3.20638 5
19 0 6
20 2.2105 11
21 3.79924 5
22 2.37824 4
23 0 6
24 3.48397 4
25 0 6
26 3.21768 5
27 3.31229 5
28 0 8
29 2.93253 7
30 0 9
31 0 7
32 0 2
33 0 11
34 0 7
35 0 7
36 0 4
37 0 4
38 0 7
39 0 6
40 0 7
41 0 5
42 0 2
43 0 6
44 0 4
45 0 3
46 0 11
47 0 4
48 3.24994 8
49 0 6
50 0 5
51 3.60334 3
52 3.33266 3
53 0 3
54 0 1
55 0 9
56 2.1914 6
57 1.97957 3
58 0 4
59 2.52529 6
60 3.25235 6
61 0 3
62 0 9
63 0 8
64 0 4
65 0 6
66 0 6
67 0 6
68 0 4
69 0 4
70 0 8
71 3.7399 6
72 0 9
73 0 8
74 0 10
75 0 4
76 0 6
77 0 2
78 0 6
79 0 11
80 0 1
81 2.27626 5
82 0 2
83 0 10
84 0 3
85 0 6
86 1.7762 7
87 0 4
88 0 6
89 0 5
90 0 5
91 0 5
92 0 8
93 0 5
94 0 4
95 0 4
96 0 1
97 0 4
98 0 4
99 0 4
100 0 4
101 2.92556 7
102 0 11
103 0 8
104 2.3076 7
105 0 4
106 0 3
107 0 7
108 0 3
109 0 5
110 0 4
111 0 4
112 0 10
113 2.38851 4
114 2.8777 5
115 0 8
116 0 5
117 0 8
118 2.2842 10
119 0 6
120 2.79142 5
121 2.21945 6
122 0 3
123 0 5
124 0 3
125 0 7
126 0 4
127 0 7
128 0 5
129 0 8
130 0 5
131 2.68567 9
132 0 4
133 2.04503 8
134 2.06083 7
135 0 4
136 1.71908 3
137 0 5
138 2.38439 7
139 0 6
140 2.72048 5
141 0 4
142 3.37287 6
143 0 5
144 2.06043 7
145 3.03967 7
146 0 13
147 0 2
148 0 5
149 0 6
150 0 9
151 0 4
152 3.28654 5
153 3.69221 4
154 0 7
155 2.9543 8
156 3.46228 5
157 2.34165 8
158 0 8
159 0 6
160 0 2
161 0 4
162 2.33734 5
163 4.0834 1
164 0 8
165 2.75994 7
166 0 6
167 4.07729 3
168 0 7
169 2.43496 5
170 0 9
171 2.55865 7
172 1.79516 10
173 0 2
174 0 7
175 2.84672 3
176 2.69622 6
177 0 4
178 0 5
179 0 8
180 0 6
181 0 6
182 0 1
183 0 4
184 0 9
185 3.44738 5
186 0 6
187 0 8
188 0 10
189 0 8
190 0 7
191 0 8
192 0 7
193 0 5
194 2.85962 6
195 0 13
196 0 5
197 0 7
198 0 6
199 0 5
200 0 6
201 0 4
202 0 6
203 0 8
204 0 6
205 0 8
206 2.03597 2
207 0 3
208 0 7
209 3.35912 10
210 0 6
211 3.82006 2
212 0 10
213 3.10613 9
214 0 8
215 0 2
216 0 5
217 2.49078 4
218 3.26159 3
219 0 4
220 2.2152 5
221 0 11
222 0 11
223 0 10
224 0 6
225 0 10
226 0 9
227 2.18911 10
228 0 5
229 0 5
230 0 4
231 0 6
232 0 5
233 0 4
234 0 2
235 2.77277 5
236 0 7
237 0 8
238 0 8
239 3.9098 4
240 0 2
241 0 7
242 0 7
243 0 5
244 0 5
245 3.13609 6
246 0 7
247 3.54 5
248 0 2
249 0 3
250 0 6
251 0 3
252 0 4
253 1.90912 7
254 0 13
255 0 4
