0 0 3
1 0 1
2 0 8
3 0 4
4 0 6
5 2.88329 5
6 0 2
7 0 3
8 0 0
9 0 5
10 0 4
11 0 3
12 0 1
13 0 7
14 0 3
15 0 4
16 0 2
17 0 4
18 3.08102 7
19 0 8
20 2.61648 8
21 2.41899 6
22 2.78176 4
23 0 4
24 3.2555 4
25 0 6
26 2.97993 5
27 2.78567 5
28 0 5
29 2.60863 6
30 0 5
31 0 4
32 0 4
33 0 7
34 0 6
35 0 6
36 0 4
37 0 4
38 0 5
39 0 7
40 0 6
41 0 3
42 0 4
43 0 3
44 0 3
45 0 3
46 0 3
47 0 5
48 3.23839 6
49 0 3
50 0 6
51 3.19617 5
52 3.33256 7
53 0 2
54 0 3
55 0 7
56 2.1914 5
57 1.97957 4
58 0 4
59 2.51076 5
60 2.8548 6
61 0 1
62 0 3
63 0 4
64 0 2
65 0 4
66 0 8
67 0 6
68 0 3
69 0 5
70 0 4
71 2.94702 7
72 0 4
73 0 1
74 0 6
75 0 5
76 0 3
77 0 6
78 0 4
79 0 6
80 0 3
81 2.25714 6
82 0 3
83 0 4
84 0 6
85 0 6
86 1.7762 4
87 0 3
88 0 3
89 0 5
90 0 4
91 0 4
92 0 6
93 0 5
94 0 4
95 0 5
96 0 5
97 0 6
98 0 2
99 0 5
100 0 3
101 2.18161 3
102 0 6
103 0 4
104 2.3254 5
105 0 5
106 0 3
107 0 6
108 0 4
109 0 6
110 0 4
111 0 5
112 0 5
113 3.96594 2
114 2.57189 5
115 0 3
116 0 5
117 0 8
118 2.29063 5
119 0 4
120 3.54972 7
121 2.40305 5
122 0 1
123 0 5
124 0 3
125 0 2
126 0 5
127 0 4
128 0 3
129 0 5
130 0 4
131 3.37917 5
132 0 4
133 2.89874 4
134 2.06083 6
135 0 2
136 1.71908 3
137 0 7
138 2.39553 6
139 0 7
140 3.47005 6
141 0 7
142 3.36035 2
143 0 5
144 2.08845 8
145 3.70403 2
146 0 5
147 0 3
148 0 6
149 0 4
150 0 2
151 0 4
152 3.60134 2
153 3.70075 5
154 0 6
155 3.62471 2
156 3.50082 1
157 3.57264 5
158 0 4
159 0 6
160 0 4
161 0 7
162 2.0695 4
163 3.48498 3
164 0 6
165 3.06494 5
166 0 8
167 3.80172 3
168 0 3
169 2.42185 5
170 0 4
171 2.51239 5
172 1.79516 5
173 0 2
174 0 3
175 2.66834 5
176 2.36987 7
177 0 4
178 0 3
179 0 6
180 0 4
181 0 7
182 0 3
183 0 5
184 0 3
185 2.71344 4
186 0 4
187 0 4
188 0 5
189 0 2
190 0 2
191 0 4
192 0 3
193 0 4
194 2.44731 5
195 0 3
196 0 4
197 0 3
198 0 4
199 0 3
200 0 5
201 0 3
202 0 5
203 0 1
204 0 3
205 0 3
206 2.03597 4
207 0 4
208 0 6
209 3.10712 5
210 0 6
211 3.49366 5
212 0 6
213 2.89312 5
214 0 6
215 0 1
216 0 7
217 2.46981 2
218 3.52046 2
219 0 5
220 3.18671 4
221 0 5
222 0 5
223 0 4
224 0 5
225 0 6
226 0 7
227 3.05316 6
228 0 4
229 0 5
230 0 4
231 0 4
232 0 3
233 0 7
234 0 5
235 2.55332 3
236 0 7
237 0 8
238 0 3
239 3.95946 2
240 0 4
241 0 3
242 0 8
243 0 2
244 0 3
245 2.94427 5
246 0 8
247 3.34426 4
248 0 3
249 0 5
250 0 4
251 0 4
252 0 4
253 1.90912 5
254 0 7
255 0 4
