0 0 5
1 0 5
2 0 9
3 0 9
4 0 7
5 4.68021 10
6 0 8
7 0 6
8 0 5
9 0 11
10 0 10
11 0 9
12 0 7
13 0 7
14 0 9
15 0 7
16 0 3
17 0 4
18 5.29596 6
19 0 9
20 5.90899 5
21 5.06496 9
22 4.44178 8
23 0 8
24 5.44684 10
25 0 13
26 4.99685 13
27 5.49985 10
28 0 13
29 5.94811 9
30 0 10
31 0 7
32 0 8
33 0 11
34 0 6
35 0 11
36 0 10
37 0 12
38 0 16
39 0 13
40 0 6
41 0 10
42 0 8
43 0 6
44 0 9
45 0 9
46 0 6
47 0 10
48 6.29725 6
49 0 9
50 0 7
51 4.29305 7
52 5.9407 8
53 0 14
54 0 14
55 0 12
56 6.07243 4
57 5.19893 9
58 0 9
59 4.5861 12
60 4.46193 10
61 0 5
62 0 6
63 0 7
64 0 10
65 0 8
66 0 8
67 0 8
68 0 11
69 0 8
70 0 8
71 4.05496 13
72 0 9
73 0 13
74 0 10
75 0 10
76 0 6
77 0 10
78 0 7
79 0 9
80 0 9
81 5.97048 8
82 0 9
83 0 3
84 0 9
85 0 14
86 6.2916 7
87 0 5
88 0 11
89 0 11
90 0 10
91 0 9
92 0 9
93 0 10
94 0 8
95 0 5
96 0 10
97 0 9
98 0 8
99 0 8
100 0 10
101 5.47932 7
102 0 13
103 0 14
104 5.58424 8
105 0 3
106 0 13
107 0 6
108 0 8
109 0 6
110 0 8
111 0 9
112 0 6
113 5.11283 7
114 5.75732 9
115 0 6
116 0 3
117 0 7
118 4.9455 15
119 0 6
120 5.59319 5
121 6.18132 10
122 0 5
123 0 5
124 0 10
125 0 7
126 0 4
127 0 5
128 0 10
129 0 6
130 0 9
131 6.08795 12
132 0 10
133 4.21263 9
134 5.402 9
135 0 10
136 4.05473 13
137 0 3
138 5.26971 11
139 0 6
140 4.2039 12
141 0 9
142 3.58543 9
143 0 9
144 5.77394 5
145 4.57406 11
146 0 8
147 0 7
148 0 10
149 0 12
150 0 7
151 0 7
152 5.59212 12
153 5.20881 7
154 0 6
155 5.6924 10
156 3.8233 9
157 4.99612 12
158 0 14
159 0 12
160 0 8
161 0 7
162 5.19925 10
163 5.20255 8
164 0 15
165 4.9333 8
166 0 6
167 5.34159 8
168 0 7
169 3.72031 10
170 0 10
171 4.0862 8
172 4.78959 6
173 0 12
174 0 14
175 4.92345 6
176 5.48455 7
177 0 5
178 0 12
179 0 2
180 0 5
181 0 7
182 0 10
183 0 13
184 0 10
185 5.35911 10
186 0 12
187 0 2
188 0 8
189 0 11
190 0 15
191 0 7
192 0 8
193 0 12
194 4.31307 9
195 0 6
196 0 8
197 0 13
198 0 12
199 0 11
200 0 11
201 0 6
202 0 10
203 0 17
204 0 8
205 0 5
206 4.54154 10
207 0 7
208 0 9
209 4.73958 11
210 0 5
211 4.65363 8
212 0 10
213 5.06744 11
214 0 13
215 0 11
216 0 11
217 5.41728 7
218 5.39377 6
219 0 8
220 5.63002 6
221 0 8
222 0 8
223 0 7
224 0 9
225 0 5
226 0 8
227 5.40782 16
228 0 6
229 0 8
230 0 11
231 0 5
232 0 5
233 0 5
234 0 11
235 5.52268 9
236 0 5
237 0 10
238 0 8
239 4.47457 13
240 0 5
241 0 10
242 0 6
243 0 7
244 0 10
245 5.008 10
246 0 5
247 3.50847 15
248 0 9
249 0 12
250 0 6
251 0 19
252 0 9
253 5.06171 10
254 0 10
255 0 5
256 0 10
257 0 10
258 0 13
259 5.12704 13
260 0 7
261 0 7
262 0 5
263 0 10
264 0 15
265 5.01768 11
266 0 11
267 0 12
268 0 15
269 5.37587 16
270 4.83058 10
271 0 8
272 0 7
273 0 6
274 0 10
275 0 3
276 0 11
277 0 15
278 0 9
279 5.21019 8
280 0 12
281 5.05426 9
282 0 14
283 0 12
284 5.51154 5
285 0 11
286 0 9
287 0 13
288 0 9
289 0 8
290 3.53742 8
291 0 11
292 0 9
293 0 10
294 0 7
295 0 10
296 0 8
297 5.8879 12
298 0 11
299 0 10
300 0 11
301 0 8
302 0 6
303 0 10
304 0 7
305 0 17
306 4.08506 10
307 0 8
308 0 11
309 0 11
310 0 9
311 0 13
312 0 13
313 0 9
314 3.18678 7
315 0 7
316 0 7
317 3.80365 12
318 0 6
319 0 8
320 0 10
321 0 7
322 4.0102 6
323 6.59387 4
324 0 10
325 5.1116 15
326 5.42903 8
327 0 11
328 0 14
329 0 9
330 0 10
331 0 12
332 0 12
333 0 10
334 0 3
335 0 7
336 0 5
337 0 8
338 0 10
339 0 6
340 5.0852 13
341 5.85542 8
342 3.4898 10
343 0 9
344 0 7
345 0 9
346 0 9
347 5.26408 15
348 0 9
349 0 9
350 0 13
351 0 6
352 0 8
353 0 10
354 0 8
355 5.72766 10
356 0 10
357 0 9
358 0 7
359 5.74401 8
360 0 13
361 0 7
362 0 11
363 0 11
364 4.83702 10
365 0 10
366 0 17
367 0 11
368 0 9
369 0 14
370 0 11
371 6.35121 6
372 0 3
373 4.78755 9
374 0 10
375 0 6
376 0 4
377 4.96367 3
378 0 9
379 0 9
380 5.88257 10
381 0 5
382 0 11
383 0 12
384 4.9771 11
385 0 9
386 0 7
387 4.82803 19
388 4.78534 13
389 0 10
390 0 11
391 0 7
392 0 8
393 6.18395 5
394 5.45306 8
395 5.1559 13
396 0 9
397 0 5
398 0 5
399 0 10
400 5.97996 5
401 0 9
402 0 9
403 0 10
404 0 8
405 0 11
406 0 9
407 0 6
408 0 6
409 5.10514 7
410 0 7
411 0 15
412 0 14
413 0 7
414 6.71974 4
415 0 6
416 5.27797 10
417 4.63872 8
418 0 11
419 5.5754 7
420 0 12
421 5.60215 5
422 0 10
423 0 14
424 0 14
425 0 8
426 0 11
427 0 11
428 0 9
429 5.00487 9
430 0 10
431 0 8
432 0 10
433 0 9
434 0 8
435 4.97865 9
436 5.04748 8
437 0 7
438 3.65603 9
439 0 11
440 0 9
441 0 11
442 6.35419 9
443 0 12
444 0 6
445 0 7
446 4.62202 7
447 0 14
448 0 12
449 4.98371 11
450 0 5
451 4.51302 11
452 0 10
453 0 7
454 0 9
455 0 13
456 0 9
457 0 11
458 0 9
459 0 5
460 0 7
461 0 11
462 0 8
463 0 8
464 0 12
465 5.84555 9
466 0 7
467 0 11
468 0 11
469 0 6
470 0 6
471 0 12
472 0 9
473 0 10
474 0 9
475 0 6
476 5.2895 7
477 5.13463 5
478 4.84969 9
479 0 11
480 5.72849 9
481 0 12
482 0 3
483 0 12
484 4.63119 13
485 3.96717 11
486 0 12
487 0 5
488 0 15
489 0 7
490 5.22489 7
491 0 10
492 0 11
493 0 10
494 0 7
495 0 11
496 0 13
497 3.28939 10
498 5.14046 7
499 0 8
500 0 6
501 0 10
502 0 3
503 4.90388 11
504 0 12
505 0 11
506 0 10
507 0 14
508 0 7
509 0 9
510 5.37467 5
511 0 11
512 0 10
513 0 10
514 0 6
515 0 8
516 0 6
517 0 10
518 0 14
519 0 9
520 0 6
521 0 6
522 0 7
523 0 11
524 0 6
525 0 12
526 0 6
527 0 9
528 0 8
529 0 16
530 0 10
531 0 15
532 0 13
533 5.03703 7
534 0 11
535 0 13
536 0 8
537 0 4
538 0 19
539 0 2
540 0 10
541 0 11
542 0 10
543 5.75727 12
544 0 8
545 5.38475 13
546 0 4
547 0 12
548 0 11
549 0 8
550 5.27967 5
551 0 11
552 0 10
553 5.45384 9
554 0 4
555 0 11
556 0 7
557 0 15
558 6.42603 10
559 0 7
560 4.67027 8
561 0 7
562 4.79632 7
563 0 7
564 0 7
565 0 8
566 0 10
567 0 11
568 0 6
569 0 14
570 5.54751 11
571 5.01483 8
572 0 5
573 0 9
574 3.93701 16
575 4.7141 7
576 0 7
577 0 12
578 0 12
579 0 10
580 0 7
581 0 9
582 0 5
583 0 9
584 0 10
585 0 9
586 0 6
587 0 14
588 5.5216 7
589 0 8
590 0 4
591 0 6
592 0 13
593 0 14
594 6.33558 2
595 0 8
596 0 9
597 0 5
598 0 13
599 0 7
600 0 13
601 0 3
602 0 5
603 0 6
604 0 10
605 0 13
606 0 8
607 5.4148 14
608 0 7
609 0 8
610 0 9
611 0 7
612 3.98176 10
613 0 5
614 0 12
615 4.96457 9
616 0 11
617 5.11787 10
618 0 7
619 0 5
620 0 13
621 0 11
622 5.15882 8
623 0 5
624 0 9
625 4.05301 13
626 5.54359 10
627 0 13
628 4.5338 10
629 0 5
630 0 12
631 0 5
632 0 9
633 0 10
634 5.72747 13
635 0 11
636 0 10
637 0 8
638 0 10
639 0 11
640 4.53168 10
641 0 9
642 0 9
643 0 9
644 0 12
645 0 7
646 0 9
647 0 7
648 0 6
649 4.03601 12
650 0 17
651 0 12
652 0 11
653 0 10
654 4.26438 13
655 0 8
656 4.56962 19
657 5.27384 9
658 0 8
659 4.42918 12
660 5.01265 11
661 3.99456 8
662 0 11
663 4.85666 9
664 4.11567 9
665 5.79942 7
666 0 9
667 0 5
668 0 8
669 5.80892 6
670 0 12
671 5.16172 10
672 0 5
673 0 8
674 0 9
675 0 3
676 5.62065 11
677 0 11
678 0 11
679 6.09134 4
680 3.74561 10
681 0 9
682 0 9
683 0 9
684 0 6
685 0 8
686 5.84195 6
687 0 9
688 5.25988 6
689 0 11
690 0 10
691 0 11
692 0 10
693 0 9
694 0 8
695 5.74287 4
696 0 7
697 0 8
698 0 7
699 0 9
700 0 11
701 0 12
702 0 3
703 0 12
704 0 13
705 5.58515 7
706 0 4
707 4.3984 9
708 5.80775 11
709 5.23949 14
710 3.92508 10
711 5.5916 9
712 0 8
713 5.59828 7
714 0 11
715 0 3
716 4.70047 13
717 0 6
718 0 6
719 0 14
720 0 9
721 5.62529 11
722 0 8
723 0 10
724 0 17
725 0 13
726 0 4
727 0 7
728 0 8
729 5.10006 11
730 0 8
731 0 11
732 0 8
733 3.91801 13
734 0 9
735 0 10
736 4.31024 10
737 0 7
738 0 9
739 0 8
740 0 8
741 0 6
742 0 12
743 0 11
744 0 11
745 0 14
746 5.68313 7
747 0 9
748 0 14
749 0 5
750 4.79843 9
751 0 11
752 0 8
753 0 5
754 0 10
755 0 8
756 0 14
757 0 7
758 0 3
759 0 3
760 5.81992 7
761 0 5
762 0 9
763 0 7
764 0 14
765 0 10
766 0 14
767 0 9
768 0 9
769 0 7
770 5.33199 12
771 4.34417 7
772 4.01834 5
773 0 11
774 0 9
775 0 5
776 0 8
777 0 8
778 0 9
779 4.72238 9
780 4.70336 14
781 0 7
782 0 6
783 4.63924 9
784 5.79196 9
785 4.70432 7
786 0 15
787 0 14
788 5.85621 10
789 0 9
790 0 6
791 5.11966 9
792 0 13
793 0 10
794 0 9
795 5.62034 3
796 0 4
797 0 15
798 0 12
799 0 10
800 5.48884 11
801 0 9
802 0 11
803 5.68105 6
804 0 5
805 5.26512 10
806 0 9
807 4.49724 13
808 0 9
809 0 8
810 5.66292 16
811 0 10
812 0 9
813 4.53742 11
814 0 9
815 0 12
816 0 10
817 0 13
818 0 9
819 0 11
820 0 7
821 0 9
822 0 11
823 6.07976 4
824 4.54678 6
825 0 11
826 5.1667 7
827 0 7
828 4.96924 10
829 0 5
830 0 7
831 4.39949 6
832 0 14
833 0 11
834 0 15
835 0 8
836 0 11
837 4.0764 13
838 5.73868 12
839 0 9
840 0 5
841 5.33139 10
842 0 15
843 5.79255 11
844 0 9
845 0 13
846 6.49393 6
847 0 8
848 5.12065 5
849 0 11
850 5.49591 12
851 0 13
852 0 6
853 0 10
854 0 10
855 0 6
856 3.44898 12
857 5.77485 8
858 0 10
859 4.77465 9
860 0 8
861 5.33489 6
862 0 6
863 0 10
864 0 7
865 0 8
866 0 11
867 0 9
868 0 5
869 0 7
870 0 9
871 4.00809 10
872 0 8
873 0 13
874 0 6
875 6.65107 5
876 0 8
877 0 10
878 0 8
879 0 11
880 0 12
881 0 5
882 0 10
883 0 9
884 0 4
885 0 11
886 0 8
887 0 11
888 0 5
889 6.03608 4
890 0 11
891 0 15
892 5.30954 5
893 5.44633 10
894 3.67515 8
895 0 8
896 0 8
897 0 5
898 3.97716 11
899 0 12
900 0 9
901 5.79292 8
902 0 8
903 6.0656 10
904 0 8
905 0 7
906 5.38532 11
907 0 7
908 0 10
909 0 10
910 6.054 4
911 0 10
912 0 11
913 0 12
914 4.49129 10
915 0 10
916 0 11
917 0 11
918 0 11
919 5.6222 9
920 0 4
921 0 5
922 0 8
923 0 10
924 0 6
925 5.82782 5
926 0 14
927 0 10
928 0 7
929 0 13
930 0 10
931 5.48634 14
932 0 10
933 4.92854 12
934 4.9003 8
935 0 13
936 0 17
937 0 11
938 0 14
939 4.27401 7
940 0 6
941 0 6
942 0 12
943 3.43879 12
944 0 7
945 0 8
946 0 9
947 0 10
948 0 8
949 0 7
950 0 12
951 3.81747 11
952 0 5
953 0 12
954 0 11
955 0 15
956 0 9
957 0 12
958 0 10
959 4.64728 6
960 5.38231 8
961 0 6
962 0 3
963 5.03624 11
964 0 12
965 0 9
966 0 8
967 5.93095 9
968 0 12
969 4.97045 12
970 0 10
971 4.8257 8
972 5.89288 7
973 0 10
974 0 8
975 0 10
976 0 11
977 0 9
978 5.63161 12
979 5.66543 9
980 0 9
981 0 13
982 5.30604 9
983 0 8
984 3.58609 17
985 0 10
986 0 12
987 0 12
988 0 7
989 0 5
990 0 13
991 0 6
992 0 8
993 5.36773 10
994 0 9
995 5.27448 12
996 0 16
997 0 11
998 0 10
999 0 7
1000 0 10
1001 0 9
1002 0 14
1003 0 5
1004 0 7
1005 3.67083 10
1006 0 5
1007 6.40168 9
1008 0 3
1009 0 6
1010 5.43742 6
1011 0 9
1012 4.40279 11
1013 0 9
1014 0 5
1015 0 7
1016 0 7
1017 5.97314 5
1018 5.20734 11
1019 0 11
1020 0 16
1021 0 10
1022 0 9
1023 0 6
1024 4.8855 7
1025 0 9
1026 0 11
1027 0 11
1028 0 8
1029 0 14
1030 0 8
1031 5.38221 9
1032 0 7
1033 5.88493 9
1034 0 14
1035 0 6
1036 5.56231 15
1037 0 9
1038 2.95621 12
1039 0 6
1040 0 8
1041 0 8
1042 0 13
1043 0 8
1044 0 11
1045 0 10
1046 0 5
1047 5.73671 10
1048 4.86503 9
1049 4.19437 4
1050 0 10
1051 0 6
1052 4.88743 12
1053 0 7
1054 2.21793 15
1055 5.60985 15
1056 0 10
1057 0 14
1058 4.94922 8
1059 0 9
1060 0 6
1061 0 7
1062 0 11
1063 0 11
1064 0 4
1065 5.42014 13
1066 0 9
1067 0 8
1068 5.2153 9
1069 0 11
1070 0 10
1071 0 6
1072 0 10
1073 0 11
1074 0 9
1075 6.91965 3
1076 0 9
1077 0 3
1078 4.97402 10
1079 0 12
1080 0 16
1081 5.73854 9
1082 0 12
1083 0 11
1084 0 12
1085 5.07284 8
1086 5.30546 8
1087 0 11
1088 0 13
1089 0 14
1090 0 8
1091 5.171 11
1092 0 10
1093 0 10
1094 0 8
1095 0 7
1096 0 9
1097 0 7
1098 0 8
1099 0 8
1100 0 9
1101 0 15
1102 5.39927 15
1103 0 3
1104 0 12
1105 0 5
1106 5.66936 6
1107 0 10
1108 0 9
1109 0 4
1110 5.2496 12
1111 0 6
1112 0 10
1113 5.13825 15
1114 0 11
1115 0 6
1116 5.27875 11
1117 0 9
1118 5.90035 9
1119 0 6
1120 4.9377 13
1121 0 9
1122 0 15
1123 0 12
1124 0 9
1125 0 12
1126 2.41388 9
1127 0 8
1128 5.0854 19
1129 4.96787 8
1130 0 7
1131 0 7
1132 0 11
1133 0 11
1134 0 4
1135 0 10
1136 0 12
1137 0 11
1138 4.92315 8
1139 4.92574 12
1140 4.93949 7
1141 0 9
1142 0 7
1143 0 5
1144 0 10
1145 0 10
1146 0 7
1147 0 13
1148 0 7
1149 0 8
1150 6.18642 6
1151 0 9
1152 0 7
1153 0 8
1154 0 10
1155 0 11
1156 5.14058 11
1157 0 5
1158 0 11
1159 0 8
1160 0 7
1161 4.48962 10
1162 0 9
1163 0 5
1164 0 3
1165 5.2443 9
1166 6.28838 4
1167 4.39653 8
1168 5.31594 9
1169 0 10
1170 6.32563 7
1171 0 9
1172 0 8
1173 5.92537 8
1174 4.34629 17
1175 6.18514 6
1176 0 10
1177 0 10
1178 0 7
1179 5.56494 8
1180 4.88427 9
1181 0 7
1182 0 3
1183 0 10
1184 4.71141 11
1185 0 9
1186 0 8
1187 0 9
1188 5.96822 7
1189 0 6
1190 0 6
1191 0 9
1192 0 8
1193 0 10
1194 2.05261 8
1195 0 10
1196 0 7
1197 0 8
1198 0 4
1199 0 9
1200 0 11
1201 0 8
1202 0 4
1203 0 11
1204 0 5
1205 0 11
1206 0 10
1207 0 13
1208 0 6
1209 0 11
1210 0 11
1211 0 10
1212 0 8
1213 0 7
1214 0 15
1215 6.3177 4
1216 0 9
1217 0 12
1218 0 4
1219 4.9372 10
1220 0 13
1221 0 10
1222 0 4
1223 0 4
1224 0 10
1225 5.47968 9
1226 0 8
1227 4.54233 7
1228 0 4
1229 3.85644 20
1230 0 7
1231 0 9
1232 0 12
1233 0 8
1234 3.67418 5
1235 4.67522 13
1236 0 7
1237 0 12
1238 0 13
1239 0 11
1240 5.55021 5
1241 5.55745 15
1242 5.77581 10
1243 4.86836 7
1244 0 11
1245 0 7
1246 5.26656 6
1247 0 7
1248 0 8
1249 0 8
1250 0 8
1251 0 10
1252 0 10
1253 0 12
1254 5.60461 7
1255 5.03168 4
1256 0 11
1257 0 9
1258 0 7
1259 0 8
1260 0 13
1261 5.35743 12
1262 0 12
1263 0 18
1264 0 7
1265 0 15
1266 0 15
1267 0 7
1268 0 4
1269 4.22355 9
1270 3.09177 5
1271 6.3613 5
1272 0 6
1273 6.14119 8
1274 0 7
1275 5.44224 7
1276 0 8
1277 0 12
1278 0 12
1279 0 11
1280 0 12
1281 0 13
1282 0 7
1283 0 5
1284 4.70265 13
1285 0 4
1286 0 10
1287 0 10
1288 0 9
1289 0 6
1290 3.70418 10
1291 3.36915 8
1292 5.19999 11
1293 5.14007 7
1294 0 7
1295 5.19587 13
1296 4.55144 9
1297 5.68393 4
1298 0 16
1299 0 9
1300 0 6
1301 0 13
1302 4.41549 7
1303 0 12
1304 0 9
1305 0 6
1306 0 7
1307 0 10
1308 0 8
1309 0 9
1310 3.1672 11
1311 2.02903 7
1312 0 8
1313 0 7
1314 0 14
1315 0 14
1316 0 16
1317 0 10
1318 0 13
1319 4.57598 9
1320 0 6
1321 0 10
1322 0 14
1323 0 11
1324 5.46759 5
1325 0 9
1326 0 8
1327 4.74478 5
1328 4.89613 11
1329 0 12
1330 6.16011 4
1331 0 9
1332 2.01792 13
1333 0 7
1334 0 3
1335 0 11
1336 0 7
1337 0 12
1338 0 15
1339 0 7
1340 0 8
1341 0 9
1342 0 11
1343 0 13
1344 0 11
1345 0 12
1346 0 15
1347 0 9
1348 0 1
1349 4.76562 12
1350 0 6
1351 5.21389 6
1352 4.2451 7
1353 5.6895 14
1354 0 10
1355 4.78793 5
1356 0 13
1357 0 13
1358 4.62099 12
1359 5.55896 11
1360 0 12
1361 0 10
1362 0 6
1363 0 12
1364 0 8
1365 5.08917 11
1366 0 14
1367 5.08793 4
1368 0 12
1369 4.46128 9
1370 0 14
1371 0 10
1372 0 12
1373 0 8
1374 5.92585 7
1375 5.88432 16
1376 0 9
1377 0 6
1378 0 16
1379 0 9
1380 0 5
1381 0 7
1382 0 10
1383 0 10
1384 0 9
1385 0 9
1386 0 9
1387 0 14
1388 4.78673 12
1389 0 5
1390 0 5
1391 0 13
1392 5.4773 12
1393 0 7
1394 0 8
1395 0 10
1396 5.01323 10
1397 4.47153 9
1398 0 7
1399 0 7
1400 4.64067 11
1401 0 3
1402 0 12
1403 0 9
1404 4.43939 11
1405 0 9
1406 0 7
1407 0 9
1408 0 10
1409 0 9
1410 0 10
1411 0 5
1412 0 9
1413 0 10
1414 0 5
1415 4.56058 16
1416 0 8
1417 0 14
1418 0 7
1419 0 16
1420 0 9
1421 0 6
1422 4.62119 9
1423 0 7
1424 0 12
1425 0 9
1426 0 7
1427 0 11
1428 0 15
1429 0 4
1430 0 8
1431 0 12
1432 4.44078 12
1433 0 16
1434 0 6
1435 4.79121 10
1436 0 4
1437 0 9
1438 6.32896 5
1439 6.36451 6
1440 0 7
1441 0 11
1442 0 15
1443 0 5
1444 0 8
1445 0 9
1446 0 9
1447 0 11
1448 5.20001 9
1449 5.17659 9
1450 0 7
1451 0 15
1452 0 9
1453 0 10
1454 0 13
1455 0 9
1456 0 8
1457 0 9
1458 0 16
1459 0 5
1460 4.89734 6
1461 6.39472 9
1462 4.83147 12
1463 0 11
1464 3.74151 7
1465 5.37912 15
1466 0 8
1467 0 7
1468 0 3
1469 0 12
1470 0 10
1471 0 6
1472 0 10
1473 4.73465 9
1474 0 13
1475 5.07419 10
1476 0 7
1477 0 12
1478 4.76379 11
1479 0 10
1480 0 9
1481 0 14
1482 5.03994 11
1483 0 5
1484 0 14
1485 0 4
1486 5.00211 11
1487 0 6
1488 6.47379 6
1489 0 9
1490 0 8
1491 0 14
1492 0 4
1493 0 13
1494 0 9
1495 0 3
1496 0 7
1497 5.0145 10
1498 4.26614 6
1499 5.42107 9
1500 0 7
1501 0 11
1502 0 4
1503 5.61078 14
1504 0 12
1505 0 7
1506 0 8
1507 0 12
1508 0 10
1509 0 9
1510 0 11
1511 0 14
1512 0 8
1513 0 8
1514 0 8
1515 0 8
1516 0 7
1517 0 5
1518 0 10
1519 0 10
1520 0 7
1521 0 7
1522 5.07595 7
1523 0 8
1524 0 10
1525 0 14
1526 0 12
1527 0 6
1528 0 2
1529 0 8
1530 0 8
1531 0 10
1532 0 5
1533 0 9
1534 0 10
1535 5.9542 7
